POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Building_Constructed,Public_Space_Type,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required,Amenities_Required,Other_Required,Permitted_Amenities,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M080059,Manhattan,1,8,301,EAST 87 STREET,10128,"301 EAST 87 STREET, New York, NY 10128",1550,1,Corniche,Northeast corner of Second Avenue and East 87th Street,1974,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 3357.00 sf,Plaza: 24 Hours,"Plaza: Bicycle Parking (2 bike racks located on sidewalk); Plaza: Litter Receptacles (2); Plaza: Planting (768 sf); Plaza: Plaque/Sign (6 locations); Plaza: Seating (164.75 LF Seating provided including fixed seating with backs, fixed seating without backs and 18 movable chairs)",,,Full/Partial,40.77861,-73.950797,997877,222949
M080060,Manhattan,1,8,340,EAST 93 STREET,10128,"340 EAST 93 STREET, New York, NY 10128",1555,23,Plymouth Tower,Full blockfront on west side of First Avenue between East 92nd and 93rd Streets,1977,Completed,Residential Plaza,,"Schuman, Lichtenstein, Claman",Weintraub & di Domenico; William Q. Brothers III Architect (for alteration in 2010),Residential Plaza 7323.83 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (12 spaces); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting (over 10 foot candles); Residential Plaza: Litter Receptacles (4); Residential Plaza: Other Required (treatment of building walls with decorative lattice screen and stucco wall surfacing on East 92nd Street and East 93rd Street, gazebo in area adjacent to garage entrance on East 93rd Street); Residential Plaza: Planting (2,078.29 sf); Residential Plaza: Plaque/Sign (6); Residential Plaza: Seating (109 linear feet including 173.29 lf seats and benches with backs and 16.72 lf seats without backs); Residential Plaza: Trees on Street (14); Residential Plaza: Trees within Space (12)","treatment of building walls with decorative lattice screen and stucco wall surfacing on East 92nd Street and East 93rd Street, gazebo in area adjacent to garage entrance on East 93rd Street",,Full/Partial,40.781158,-73.946675,999018,223878
M080061,Manhattan,1,8,345,EAST 93 STREET,10128,"345 EAST 93 STREET, New York, NY 10128",1556,23,Mill Rock Plaza,Full blockfront on west side of First Avenue between East 93rd and 94th Streets,1975,Completed,Plaza; Special Permit Arcade,,Kavy & Kavovitt,M. Paul Friedberg & Associates,Plaza 10507.00 sf; Special Permit Arcade 1900.00 sf,Plaza: 24 Hours; Special Permit Arcade: 24 Hours,Plaza: Planting; Plaza: Seating; Plaza: Tables (2); Plaza: Trees on Street (11); Plaza: Trees within Space (15); Plaza: Water Feature (pool),,,Full/Partial,40.78178,-73.946256,999134,224105
M080062,Manhattan,1,8,300,EAST 93 STREET,10128,"300 EAST 93 STREET, New York, NY 10128",1555,7501,Waterford,"Southeast corner of Second Avenue and East 93rd Street. Original BBL: 1555/3 ,4, 5, 1101-1323.",1987,Completed,Residential Plaza,,Beyer Blinder Belle,Thomas Balsley Associates,Residential Plaza 4962.00 sf,"Residential Plaza: Restricted Hours (Primary Space: May 1 through September 30, 7:00 am to 10:00 pm, October 1 through April 30, 7:00 am to 7:00 pm)",Residential Plaza: Bicycle Parking (Primary Space: 6 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (6 cubic feet); Residential Plaza: Planting (Primary Space: 725 sf); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 160 linear feet including 36 lf with backs; Usable Residual Space: 64 linear feet including 12 lf with backs); Residential Plaza: Trees on Street (9); Residential Plaza: Trees within Space (Primary Space: 5; Usable Residual Space: 4); Residential Plaza: Water Feature (Primary Space: fountain),,,Full/Partial,40.781993,-73.948325,998561,224182
M080064,Manhattan,1,8,401,EAST 80 STREET,10075,"401 EAST 80 STREET, New York, NY 10075",1560,1,,"Full blockfront on east side of First Avenue between East 80th and 81st Streets. Additional lot: 1560/1,44.",1980,Completed,Residential Plaza,80-81 and First Associates,Philip Birnbaum,Philip Birnbaum; Thomas Balsley Associates (for alteration),Residential Plaza 5689.91 sf,"Residential Plaza: Restricted Hours (Primary Space: May 1 through October 31, 7:00 am to 9:00 pm, November 1 through April 30, 7:00 am to 7:00 pm)","Residential Plaza: Artwork (Primary Space: sculpture); Residential Plaza: Bicycle Parking (Primary Space: 12 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (2); Residential Plaza: Other Required (Primary Space: 120 sf trellis); Residential Plaza: Planting (Primary Space: 690 sf); Residential Plaza: Plaque/Sign (1 entry plaque, 17 public signage plaques on fence sections); Residential Plaza: Seating (Primary Space: 138 linear feet including 13.8 lf with backs required, 138 lf provided; Usable Residual Space: 52 linear feet including 5.2 lf with backs required, 54 lf provided); Residential Plaza: Trees on Street (10); Residential Plaza: Trees within Space (Primary Space: 15)",Primary Space: 120 sf trellis,,Full/Partial,40.773206,-73.951638,997645,220980
M080066,Manhattan,1,8,401,EAST 84 STREET,10028,"401 EAST 84 STREET, New York, NY 10028",1564,7502,Dunhill,"Northeast corner of First Avenue and East 84th Street. Original BLL: 1564/5, 1101-1189.",1987,Completed,Open Plaza,Ganbir Construction Corp.,Liebman Liebman Associates,Liebman Liebman Associates,Open Plaza 846.00 sf,Open Plaza: 24 Hours,Open Plaza: Other Required (12 lamp posts of the kind used throughout the City's public park system); Open Plaza: Planting; Open Plaza: Trees on Street (7); Open Plaza: Trees within Space (3),12 lamp posts of the kind used throughout the City's public park system,,Full/Partial,40.775565,-73.949915,998122,221840
M080068,Manhattan,1,8,444,EAST 86 STREET,10028,"444 EAST 86 STREET, New York, NY 10028",1565,29,,"South side of East 86th Street between York and First Avenues. Additional lot: 1565/17,29.",1974,Completed,Plaza,Kal Associates,Philip Birnbaum,Philip Birnbaum,Plaza 7610.00 sf,Plaza: 24 Hours,Plaza: Lighting; Plaza: Planting; Plaza: Seating; Plaza: Trees within Space,,,Full/Partial,40.77588,-73.947885,998684,221955
M080069,Manhattan,1,8,1675,YORK AVENUE,10128,"1675 YORK AVENUE, New York, NY 10128",1568,21,Andover,Full blockfront on west side of York Avenue between East 88th and 89th Streets,1974,Completed,Plaza,Madison Holding Corp. and Arwin East 88th St. Co.,Philip Birnbaum,Philip Birnbaum,Plaza 11754.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.77771,-73.946331,999114,222622
M080070,Manhattan,1,8,1725,YORK AVENUE,10128,"1725 YORK AVENUE, New York, NY 10128",1569,16,East River Towers,Full blockfront on west side of York Avenue between East 89th and 90th Streets,1970,Completed,Plaza,,Horace Ginsbern and Associates,Horace Ginsbern and Associates,Plaza 7862.85 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.778234,-73.946013,999202,222813
M080071,Manhattan,1,8,515,EAST 79 STREET,10075,"515 EAST 79 STREET, New York, NY 10075",1576,14,Austen House,North side of East 79th Street between East End and York Avenues,1982,Completed,Residential Plaza,,Philip Birnbaum,Philip Birnbaum,Residential Plaza 5965.62 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 9 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (8.6 cubic feet); Residential Plaza: Planting (Primary Space: 650 sf required, 965.25 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 145 linear feet including 14.5 lf with backs required, 186 lf provided; Usable Residual Space:15.6 linear feet including 1.56 lf with backs required, 16 lf provided); Residential Plaza: Trees on Street (7); Residential Plaza: Trees within Space (Primary Space: 7; Usable Residual Space: 1)",,,Full/Partial,40.771028,-73.948828,998424,220187
M080072,Manhattan,1,8,1520,YORK AVENUE,10028,"1520 YORK AVENUE, New York, NY 10028",1577,1,Caldwell,Northeast corner of York Avenue and East 80th Street,1972,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 7385.52 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.772184,-73.949394,998267,220608
M080073,Manhattan,1,8,60,EAST END AVENUE,10028,"60 EAST END AVENUE, New York, NY 10028",1579,23,,"Northwest corner of East End Avenue and East 82nd Street. Additional lots: 1579/19, 21, 22-26, 32, 34.",1972,Completed,Plaza,,Russell M. Boak Associates; Philip Birnbaum,Russell M. Boak Associates; Philip Birnbaum,Plaza 7273.67 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.772792,-73.946952,998943,220830
M080075,Manhattan,1,8,303,EAST 60 STREET,10022,"303 EAST 60 STREET, New York, NY 10022",1435,7501,Evansview,"North side of East 60th Street between First and Second Avenues. Original BBL: 1435/51,52, 1001-1058.",1987,Completed,Residential Plaza,,The Gruzen Partnership,The Gruzen Partnership,Residential Plaza 4316.00 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)",Residential Plaza: Bicycle Parking; Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles; Residential Plaza: Planting; Residential Plaza: Plaque/Sign; Residential Plaza: Trees on Street (6); Residential Plaza: Trees within Space,,,Full/Partial,40.761347,-73.963184,994449,216658
M080076,Manhattan,1,8,524,EAST 72 STREET,10021,"524 EAST 72 STREET, New York, NY 10021",1483,7501,Belaire,South side of East 72nd Street between FDR Drive and York Avenue. Original BBL: 1483/1001-1147.,1988,Completed,Residential Plaza,,Frank Williams & Associates,Frank Williams & Associates,Residential Plaza 8412.66 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)",Residential Plaza: Bicycle Parking; Residential Plaza: Drinking Fountain; Residential Plaza: Lighting; Residential Plaza: Litter Receptacles; Residential Plaza: Plaque/Sign; Residential Plaza: Seating; Residential Plaza: Trees on Street; Residential Plaza: Trees within Space,,,Full/Partial,40.765855,-73.952478,997414,218302
M080078,Manhattan,1,8,455,EAST 86 STREET,10028,"455 EAST 86 STREET, New York, NY 10028",1566,7501,Channel Club,"Northwest corner of York Avenue and East 86th Street. Original BBL: 1566/22, 27, 28, 29, 126, 128, 1001-1150.",1986,Completed,Residential Plaza,Sutton East Associates,"Wechsler, Grasso, Menziuso","Wechsler, Grasso, Menziuso",Residential Plaza 1982.50 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 4 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (4 cubic feet); Residential Plaza: Planting (238 sf required, 357 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 52.9 linear feet including 5.29 lf with backs required, 54.0 lf provided; Usable Residual Space: 9.66 linear feet including 0.96 lf with backs required, 11 lf provided); Residential Plaza: Trees on Street (17); Residential Plaza: Trees within Space (Primary Space: 3; Usable Residual Space: 1)",,,Full/Partial,40.776333,-73.947163,998884,222120
M080080,Manhattan,1,8,525,EAST 72 STREET,10021,"525 EAST 72 STREET, New York, NY 10021",1484,16,One East River Place,North side of East 72nd Street between FDR Drive and York Avenue,1988,Completed,Public Park,Solow Building Co.,"Davis, Brody & Associates","Davis, Brody & Associates",Public Park 4904.00 sf,"Public Park: Restricted Hours (November 1 through April 30, 7:00 am to 7:00 pm, May 1 through October 31, 7:00 am to 9:00 pm)","Public Park: Lighting; Public Park: Litter Receptacles (2); Public Park: Other Required (gate house at southeast corner; construction of ""Park/Overlook"" at termination of East 72nd Street); Public Park: Planting; Public Park: Plaque/Sign; Public Park: Seating (seatwall along westerly perimeter, 4 eight-foot long World's Fair-type benches along easterly wall, 28 chairs); Public Park: Tables (7 movable Bertoia-type); Public Park: Trees within Space (12 high-branching red maple shade trees, minimum four-inch caliper); Public Park: Water Feature (waterstep fountain along northerly perimeter)","gate house at southeast corner; construction of ""Park/Overlook"" at termination of East 72nd Street",,Full/Partial,40.766492,-73.952113,997232,218574
M080082,Manhattan,1,8,211,EAST 70 STREET,10021,"211 EAST 70 STREET, New York, NY 10021",1425,5,,North side of East 70th Street between Second and Third Avenues,1975,Completed,Park-Like Open Space; Plaza; Variance Arcade,211 East 70th Street Company,Emery Roth & Sons,Emery Roth & Sons,Park-Like Open Space 31196.00 sf; Plaza 2010.00 sf; Variance Arcade 4664.00 sf,Park-Like Open Space: Restricted Hours (9:00 am to sunset); Plaza: 24 Hours; Variance Arcade: 24 Hours,Park-Like Open Space: Planting; Park-Like Open Space: Trees within Space; Park-Like Open Space: Water Feature; Plaza: Planting; Plaza: Trees within Space (53); Plaza: Water Feature (pool),,,Full/Partial,40.768406,-73.960545,995179,219230
M080085,Manhattan,1,8,301,EAST 94 STREET,10128,"301 EAST 94 STREET, New York, NY 10128",1557,7502,Marmara Manhattan,"Northeast corner of Second Avenue and East 94th Street. Original BBL: 1557/1,4,104.",1989,Completed,Residential Plaza,,Liebman Liebman Associates,Liebman Liebman Associates,Residential Plaza 3310.54 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 4 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (3.972 cubic feet); Residential Plaza: Planting (Primary Space: 297.9 sf required, 304 sf provided; Usable Residual Space: 200 sf required, 250 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Retail Frontage (Primary Space: along Second Avenue); Residential Plaza: Seating (Primary Space: 66.2 linear feet including 6.62 lf with backs required, 67 lf including 7.5 lf with backs provided; Usable Residual Space: 14 linear feet provided); Residential Plaza: Trees on Street (7); Residential Plaza: Trees within Space (Primary Space: 3 required, 4 provided)",,,Full/Partial,40.782975,-73.947598,998762,224540
M080086,Manhattan,1,8,200,EAST 69 STREET,10021,"200 EAST 69 STREET, New York, NY 10021",1423,7501,Trump Palace,Full blockfront on east side of Third Avenue between East 68th and 69th Streets. Original BBL: 1423/1001-1416.,1991,Completed,Residential Plaza,The Trump Organization,Frank Williams & Associates,Frank Williams & Associates,Residential Plaza 8424.85 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Bicycle Parking (16 spaces); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (17 cubic feet); Residential Plaza: Planting (1,200 sf required, 3,368.35 sf provided); Residential Plaza: Plaque/Sign (1 required, 2 provided); Residential Plaza: Retail Frontage; Residential Plaza: Seating (278.9 linear feet including 27.9 lf with backs required, 280.37 lf with backs provided); Residential Plaza: Trees on Street (20); Residential Plaza: Trees within Space (12)",,,Full/Partial,40.767289,-73.961762,994842,218823
M080089,Manhattan,1,8,235,EAST 95 STREET,10128,"235 EAST 95 STREET, New York, NY 10128",1541,21,Normandie Court,North side of East 95th Street between First and Second Avenues,1986,Completed,Residential Plaza,Milstein Properties,Abraham D. Levitt Associates/The Vilkas Group,Abraham D. Levitt Associates/The Vilkas Group; Thomas Balsley Associates,Residential Plaza 19863.00 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 28 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Litter Receptacles (14 cubic feet); Residential Plaza: Planting (Primary Space: 2,047 sf required, 2,050 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Retail Frontage (Primary Space: along Second Avenue); Residential Plaza: Seating (Primary Space: 494.1 linear feet including 49.4 lf with backs required, 579.1 lf provided; Usable Residual Space: 39 linear feet required, 124 lf provided); Residential Plaza: Trees on Street (42); Residential Plaza: Trees within Space (Primary Space: 21; Usable Residual Space: 6 required, 7 provided)",,,Full/Partial,40.78426,-73.948251,998581,225008
M080093,Manhattan,1,8,1850,SECOND AVENUE,10128,"1850 SECOND AVENUE, New York, NY 10128",1558,50,,East side of Second Avenue between East 95th and 96th Streets. Original BBL: 1558/85.,1987,Completed,Arcade,,"Weisberg, Castro Associates","Weisberg, Castro Associates",Arcade 1500.00 sf,Arcade: 24 Hours,Arcade: None,,,Full/Partial,40.783875,-73.946954,998940,224868
M080094,Manhattan,1,8,400,EAST 84 STREET,10028,"400 EAST 84 STREET, New York, NY 10028",1563,4,Strathmore,"Southeast corner of First Avenue and East 84th Street. Additional lots: 1563/1-4, 104, 147.",1989,Completed,Residential Plaza,,C K Architect,C K Architect,Residential Plaza 7836.95 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 10 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Planting (Primary Space: 1,319.62 sf required, 1,679.87 sf provided; Visual Residual Space: 3,034.95 sf); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 159.92 linear feet including 8 lf with backs required, 168.5 lf including 16 lf with backs provided); Residential Plaza: Trees on Street (10); Residential Plaza: Trees within Space (Primary Space: 8)",,,Full/Partial,40.775165,-73.950164,998053,221694
